tenure,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,OnlineBackup_No internet service,TechSupport_No internet service,StreamingMovies_No internet service,DeviceProtection_No internet service,StreamingTV_No internet service,InternetService_No,OnlineSecurity_No internet service,TotalCharges,MonthlyCharges,PaperlessBilling,Churn
38,False,False,False,True,True,True,True,True,True,True,730.1,20.1,0,0
38,True,False,False,False,False,False,False,False,False,False,2869.85,74.95,1,1
2,False,False,False,False,False,False,False,False,False,False,118.25,56.55,1,0
1,False,False,False,False,False,False,False,False,False,False,49.25,49.25,1,1
15,True,False,False,False,False,False,False,False,False,False,1108.6,68.6,1,0
26,True,False,False,False,False,False,False,False,False,False,1815.65,69.05,1,0
35,False,True,False,True,True,True,True,True,True,True,730.4,19.7,0,0
3,False,False,False,True,True,True,True,True,True,True,75.45,20.05,1,0
50,True,False,True,False,False,False,False,False,False,False,5071.05,103.7,0,1
42,True,False,True,False,False,False,False,False,False,False,4014.6,94.4,1,0
10,False,False,False,False,False,False,False,False,False,False,568.85,54.95,1,0
61,True,False,False,False,False,False,False,False,False,False,5860.7,93.7,0,0
68,True,True,False,False,False,False,False,False,False,False,7279.35,110.25,0,0
10,True,False,True,False,False,False,False,False,False,False,1064.95,98.9,1,0
65,True,False,True,False,False,False,False,False,False,False,5769.6,89.75,0,1
72,False,True,False,False,False,False,False,False,False,False,5886.85,80.45,1,0
55,True,False,True,False,False,False,False,False,False,False,4238.45,79.4,0,0
1,False,False,False,True,True,True,True,True,True,True,20.3,20.3,1,1
7,False,False,False,False,False,False,False,False,False,False,418.3,62.8,0,0
2,True,False,False,False,False,False,False,False,False,False,136.05,74.9,1,0
9,True,False,True,False,False,False,False,False,False,False,708.2,74.85,1,0
27,False,True,False,True,True,True,True,True,True,True,788.55,25.85,1,0
7,True,False,True,False,False,False,False,False,False,False,700.85,101.95,1,1
64,False,True,False,False,False,False,False,False,False,False,4378.8,68.3,1,0
70,False,True,False,False,False,False,False,False,False,False,3442.8,48.4,0,0
2,True,False,True,False,False,False,False,False,False,False,181.7,94.0,1,1
67,True,True,True,False,False,False,False,False,False,False,7171.7,105.05,1,0
45,True,False,False,False,False,False,False,False,False,False,4016.85,89.3,1,1
24,False,True,False,True,True,True,True,True,True,True,553.0,25.15,0,0
4,False,True,False,True,True,True,True,True,True,True,96.85,19.5,0,0
44,True,False,False,False,False,False,False,False,False,False,4122.9,92.95,1,0
72,False,True,False,True,True,True,True,True,True,True,1482.3,20.7,1,0
1,True,False,False,False,False,False,False,False,False,False,74.3,74.3,1,1
66,False,True,False,True,True,True,True,True,True,True,1240.8,19.35,0,0
1,False,False,False,False,False,False,False,False,False,False,44.65,44.65,1,1
13,True,False,True,False,False,False,False,False,False,False,1095.3,84.05,0,1
10,True,False,False,False,False,False,False,False,False,False,788.8,80.7,1,1
65,True,False,True,False,False,False,False,False,False,False,6578.55,104.35,1,0
1,False,False,False,True,True,True,True,True,True,True,19.55,19.55,0,0
38,False,False,True,False,False,False,False,False,False,False,2802.3,74.05,0,0
23,False,True,False,False,False,False,False,False,False,False,857.75,40.1,0,0
10,False,False,False,True,True,True,True,True,True,True,184.4,20.1,0,0
4,True,False,True,False,False,False,False,False,False,False,364.55,101.7,1,1
72,False,True,False,False,False,False,False,False,False,False,6093.3,83.55,1,0
35,False,False,True,False,False,False,False,False,False,False,1861.1,56.85,0,0
1,False,False,False,True,True,True,True,True,True,True,20.4,20.4,0,1
58,False,True,False,True,True,True,True,True,True,True,1079.65,19.55,0,0
70,True,False,True,False,False,False,False,False,False,False,7475.1,106.15,1,0
38,False,False,False,False,False,False,False,False,False,False,2862.55,78.95,0,0
60,False,False,True,False,False,False,False,False,False,False,3069.45,49.75,1,0
26,True,False,False,False,False,False,False,False,False,False,2349.8,92.4,1,0
8,False,False,False,False,False,False,False,False,False,False,469.25,58.2,0,0
41,True,False,True,False,False,False,False,False,False,False,4213.35,102.6,1,1
36,True,False,False,False,False,False,False,False,False,False,3301.05,91.95,1,0
54,False,False,False,False,False,False,False,False,False,False,3529.95,65.25,0,0
71,True,True,False,False,False,False,False,False,False,False,7723.7,106.0,1,1
55,True,False,True,False,False,False,False,False,False,False,4144.9,73.1,1,0
72,False,True,False,False,False,False,False,False,False,False,4265.0,59.75,0,0
3,False,False,False,False,False,False,False,False,False,False,154.65,55.1,1,1
54,False,True,False,False,False,False,False,False,False,False,3246.45,59.8,1,0
72,True,True,False,False,False,False,False,False,False,False,8337.45,116.6,1,0
52,True,True,True,False,False,False,False,False,False,False,5731.4,109.3,1,0
60,True,False,False,False,False,False,False,False,False,False,6176.6,101.4,1,0
39,False,False,False,False,False,False,False,False,False,False,1905.4,50.65,1,0
15,False,False,False,False,False,False,False,False,False,False,931.9,56.15,0,0
69,True,True,False,False,False,False,False,False,False,False,7348.8,106.5,1,1
43,False,False,False,True,True,True,True,True,True,True,776.25,19.2,1,0
63,False,False,False,False,False,False,False,False,False,False,5243.05,83.0,0,0
2,True,False,True,False,False,False,False,False,False,False,141.65,70.1,0,0
72,True,True,False,False,False,False,False,False,False,False,7679.65,108.3,1,0
32,True,False,False,False,False,False,False,False,False,False,2954.5,91.05,1,1
40,False,True,False,True,True,True,True,True,True,True,1006.9,25.25,0,0
58,False,False,True,False,False,False,False,False,False,False,2540.1,45.35,1,0
67,False,True,True,False,False,False,False,False,False,False,3097.2,43.9,0,0
51,True,False,True,False,False,False,False,False,False,False,3807.35,77.5,1,1
31,False,False,False,False,False,False,False,False,False,False,2484.0,79.3,1,0
69,True,False,False,False,False,False,False,False,False,False,5785.65,84.9,1,0
32,True,False,True,False,False,False,False,False,False,False,2619.15,79.25,1,0
21,False,True,False,False,False,False,False,False,False,False,1524.85,71.05,0,0
52,False,False,True,False,False,False,False,False,False,False,2790.65,53.75,0,0
72,False,True,False,True,True,True,True,True,True,True,1784.5,24.25,0,0
72,False,True,True,False,False,False,False,False,False,False,3937.45,54.2,1,1
52,False,False,False,False,False,False,False,False,False,False,2276.1,44.25,0,0
41,False,False,False,False,False,False,False,False,False,False,2029.05,50.05,0,0
41,False,True,False,True,True,True,True,True,True,True,802.35,20.15,0,0
6,True,False,False,False,False,False,False,False,False,False,418.4,69.25,1,1
67,False,False,False,False,False,False,False,False,False,False,4653.25,69.35,1,0
16,False,False,False,True,True,True,True,True,True,True,275.9,19.35,0,0
17,False,True,False,True,True,True,True,True,True,True,343.45,19.15,0,0
35,False,False,False,False,False,False,False,False,False,False,2130.45,61.0,0,0
58,False,True,False,True,True,True,True,True,True,True,1191.4,20.5,0,0
1,False,False,True,False,False,False,False,False,False,False,50.5,50.5,1,1
52,False,True,False,False,False,False,False,False,False,False,2554.0,50.2,0,0
70,False,True,False,False,False,False,False,False,False,False,5589.45,79.6,0,0
19,False,True,False,True,True,True,True,True,True,True,467.7,24.9,1,0
1,True,False,True,False,False,False,False,False,False,False,74.4,74.4,1,1
35,True,False,True,False,False,False,False,False,False,False,3756.45,106.9,1,0
32,True,False,True,False,False,False,False,False,False,False,3334.9,101.35,1,0
17,False,False,False,False,False,False,False,False,False,False,920.5,55.35,1,0
67,False,False,False,False,False,False,False,False,False,False,3431.75,50.55,0,0
9,False,False,False,True,True,True,True,True,True,True,150.35,19.5,0,0
31,False,False,False,False,False,False,False,False,False,False,2587.7,79.45,1,1
4,True,False,True,False,False,False,False,False,False,False,367.95,90.65,0,0
58,True,False,False,False,False,False,False,False,False,False,5125.75,89.85,1,0
60,False,False,False,False,False,False,False,False,False,False,4801.1,79.0,0,0
58,True,False,True,False,False,False,False,False,False,False,6219.6,104.65,1,1
1,False,False,False,True,True,True,True,True,True,True,19.55,19.55,0,0
27,False,True,False,True,True,True,True,True,True,True,550.1,19.9,0,0
66,True,False,True,False,False,False,False,False,False,False,7862.25,116.25,1,0
15,True,False,False,False,False,False,False,False,False,False,1242.2,87.75,1,0
47,True,False,True,False,False,False,False,False,False,False,4871.05,100.05,1,1
41,True,False,False,False,False,False,False,False,False,False,3190.65,81.3,1,0
59,False,False,True,False,False,False,False,False,False,False,2666.75,44.3,1,0
50,True,True,False,False,False,False,False,False,False,False,3533.6,70.35,0,0
17,False,False,False,False,False,False,False,False,False,False,792.15,44.45,0,0
6,False,False,True,False,False,False,False,False,False,False,295.65,49.15,1,0
51,False,False,False,False,False,False,False,False,False,False,1459.35,29.45,1,0
44,True,False,True,False,False,False,False,False,False,False,4398.15,100.55,0,1
49,True,False,False,False,False,False,False,False,False,False,4297.95,85.3,1,0
2,True,False,True,False,False,False,False,False,False,False,167.3,95.65,0,1
59,False,False,False,False,False,False,False,False,False,False,4096.9,69.1,1,0
50,False,False,False,False,False,False,False,False,False,False,3454.6,70.35,1,0
59,False,True,False,True,True,True,True,True,True,True,1286.0,20.6,0,0
18,True,False,False,False,False,False,False,False,False,False,1387.0,74.15,0,0
10,True,False,True,False,False,False,False,False,False,False,786.3,75.05,0,0
14,False,False,True,False,False,False,False,False,False,False,641.25,44.6,0,0
35,False,True,False,True,True,True,True,True,True,True,705.45,21.45,0,0
8,False,False,False,False,False,False,False,False,False,False,345.5,43.45,1,0
18,False,False,False,True,True,True,True,True,True,True,345.9,20.05,0,0
60,True,False,False,False,False,False,False,False,False,False,5811.8,94.15,0,0
1,True,False,True,False,False,False,False,False,False,False,94.4,94.4,0,1
6,False,True,False,True,True,True,True,True,True,True,124.45,19.55,0,0
19,False,False,False,False,False,False,False,False,False,False,1375.6,75.9,1,0
53,False,False,False,False,False,False,False,False,False,False,3491.55,64.15,0,0
72,True,True,False,False,False,False,False,False,False,False,7920.7,109.55,1,0
60,True,True,False,False,False,False,False,False,False,False,6640.7,110.8,1,0
1,False,False,False,False,False,False,False,False,False,False,55.0,55.0,1,1
13,False,False,False,False,False,False,False,False,False,False,718.1,53.45,0,0
5,True,False,False,False,False,False,False,False,False,False,320.4,69.95,0,0
1,True,False,True,False,False,False,False,False,False,False,101.45,101.45,1,1
13,True,False,True,False,False,False,False,False,False,False,1334.45,97.0,0,0
37,False,False,False,False,False,False,False,False,False,False,3358.65,90.6,1,0
64,True,False,False,False,False,False,False,False,False,False,4764.0,73.55,1,0
5,False,False,False,False,False,False,False,False,False,False,350.3,67.95,0,1
61,True,True,False,False,False,False,False,False,False,False,5703.0,94.35,1,0
1,True,False,True,False,False,False,False,False,False,False,69.5,69.5,1,1
1,False,False,False,True,True,True,True,True,True,True,18.85,18.85,1,1
26,False,False,False,True,True,True,True,True,True,True,525.55,19.4,0,0
1,True,False,True,False,False,False,False,False,False,False,69.2,69.2,1,1
24,False,True,False,True,True,True,True,True,True,True,483.15,19.75,0,0
17,False,False,True,False,False,False,False,False,False,False,934.8,54.6,0,0
26,False,False,False,False,False,False,False,False,False,False,786.5,29.8,1,0
1,True,False,True,False,False,False,False,False,False,False,69.65,69.65,1,1
40,True,False,True,False,False,False,False,False,False,False,4086.3,101.85,0,1
52,True,False,True,False,False,False,False,False,False,False,5364.8,103.05,1,0
1,True,False,True,False,False,False,False,False,False,False,82.3,82.3,1,1
1,False,False,False,True,True,True,True,True,True,True,20.3,20.3,0,0
21,False,True,False,False,False,False,False,False,False,False,770.4,35.1,0,0
67,True,False,False,False,False,False,False,False,False,False,6816.95,105.7,1,0
44,False,False,False,False,False,False,False,False,False,False,2419.55,56.25,0,0
70,False,False,True,False,False,False,False,False,False,False,4138.7,60.35,0,0
3,True,False,True,False,False,False,False,False,False,False,267.6,79.25,0,1
56,False,True,False,False,False,False,False,False,False,False,3457.45,59.8,1,0
13,True,False,True,False,False,False,False,False,False,False,1115.2,84.6,1,1
58,True,False,False,False,False,False,False,False,False,False,5435.6,93.4,1,1
42,True,False,True,False,False,False,False,False,False,False,4186.3,94.2,1,1
1,False,False,True,False,False,False,False,False,False,False,25.05,25.05,0,1
46,True,True,False,False,False,False,False,False,False,False,4630.2,99.65,0,0
63,False,True,False,False,False,False,False,False,False,False,3221.25,50.65,1,0
11,False,False,True,False,False,False,False,False,False,False,688.5,60.9,1,0
15,False,False,False,False,False,False,False,False,False,False,867.1,59.65,1,0
72,False,True,True,False,False,False,False,False,False,False,4746.05,64.7,1,0
29,False,False,False,False,False,False,False,False,False,False,712.85,25.1,1,1
1,False,False,True,False,False,False,False,False,False,False,48.95,48.95,0,1
6,False,False,True,False,False,False,False,False,False,False,355.1,54.85,0,0
1,False,False,True,False,False,False,False,False,False,False,45.3,45.3,0,1
63,True,False,True,False,False,False,False,False,False,False,5764.7,91.35,1,0
2,True,False,True,False,False,False,False,False,False,False,167.3,85.85,1,1
18,False,True,False,True,True,True,True,True,True,True,428.45,25.1,0,0
43,False,False,False,False,False,False,False,False,False,False,1505.35,34.0,0,0
15,False,False,False,False,False,False,False,False,False,False,693.45,45.9,0,0
10,True,False,True,False,False,False,False,False,False,False,930.4,95.2,0,1
55,False,True,False,True,True,True,True,True,True,True,1177.95,20.5,0,0
49,True,False,False,False,False,False,False,False,False,False,5069.65,100.6,1,1
6,False,False,False,False,False,False,False,False,False,False,324.25,55.3,1,1
70,False,True,False,True,True,True,True,True,True,True,1458.1,20.35,0,0
2,True,False,False,False,False,False,False,False,False,False,156.4,74.85,1,1
63,False,False,False,False,False,False,False,False,False,False,2298.9,36.1,0,0
25,False,False,False,False,False,False,False,False,False,False,1679.65,65.8,1,0
18,False,False,False,True,True,True,True,True,True,True,369.6,20.35,0,0
28,True,False,True,False,False,False,False,False,False,False,2998.0,105.8,1,0
53,True,False,False,False,False,False,False,False,False,False,5206.55,96.75,1,0
35,True,False,False,False,False,False,False,False,False,False,3626.1,102.35,1,1
1,False,False,False,False,False,False,False,False,False,False,24.4,24.4,0,0
70,True,False,False,False,False,False,False,False,False,False,7968.85,115.65,0,1
2,True,False,True,False,False,False,False,False,False,False,152.45,79.85,1,1
26,False,False,True,False,False,False,False,False,False,False,1959.5,73.05,1,0
34,False,False,True,False,False,False,False,False,False,False,2053.05,64.35,0,0
19,False,True,False,True,True,True,True,True,True,True,398.55,20.5,0,0
15,True,False,False,False,False,False,False,False,False,False,1130.85,76.0,1,1
62,False,False,False,False,False,False,False,False,False,False,3425.35,54.75,0,0
42,True,False,False,False,False,False,False,False,False,False,4323.45,104.75,1,1
9,False,False,True,False,False,False,False,False,False,False,703.55,74.65,1,1
24,False,False,True,False,False,False,False,False,False,False,1275.7,51.15,1,0
68,False,True,True,False,False,False,False,False,False,False,2965.75,41.95,1,0
31,False,False,False,False,False,False,False,False,False,False,1647.0,54.35,0,0
1,False,False,True,False,False,False,False,False,False,False,56.25,56.25,1,1
21,True,False,True,False,False,False,False,False,False,False,2249.95,106.1,1,1
63,True,False,True,False,False,False,False,False,False,False,6109.75,96.0,1,0
2,True,False,False,False,False,False,False,False,False,False,159.4,79.75,1,1
61,False,True,False,False,False,False,False,False,False,False,3751.15,61.45,1,0
1,True,False,True,False,False,False,False,False,False,False,68.65,68.65,0,1
18,False,False,False,True,True,True,True,True,True,True,411.25,19.65,0,0
6,False,False,False,True,True,True,True,True,True,True,105.5,19.0,0,0
33,True,False,True,False,False,False,False,False,False,False,3320.6,100.0,1,0
16,False,False,False,True,True,True,True,True,True,True,327.45,20.25,0,1
56,True,False,True,False,False,False,False,False,False,False,5669.5,98.7,1,0
23,False,False,False,True,True,True,True,True,True,True,465.45,19.8,0,0
9,True,False,True,False,False,False,False,False,False,False,704.3,73.8,1,0
14,True,False,True,False,False,False,False,False,False,False,1369.8,100.2,1,1
15,True,False,False,False,False,False,False,False,False,False,1107.25,74.9,1,1
5,False,False,False,True,True,True,True,True,True,True,95.55,20.05,0,0
61,True,False,True,False,False,False,False,False,False,False,6375.2,106.2,1,0
70,True,True,False,False,False,False,False,False,False,False,8152.3,116.55,1,0
15,True,False,True,False,False,False,False,False,False,False,1566.75,99.7,1,0
8,False,True,False,True,True,True,True,True,True,True,130.25,19.7,0,0
8,False,True,False,True,True,True,True,True,True,True,162.15,19.5,0,0
4,False,False,False,False,False,False,False,False,False,False,110.05,29.15,1,0
34,False,False,False,False,False,False,False,False,False,False,1885.15,55.0,0,0
68,False,True,False,False,False,False,False,False,False,False,6302.85,90.8,1,0
45,False,False,False,False,False,False,False,False,False,False,2264.5,51.0,0,0
9,True,False,True,False,False,False,False,False,False,False,816.8,90.1,1,0
22,False,False,False,False,False,False,False,False,False,False,1253.5,59.05,1,0
2,False,False,False,True,True,True,True,True,True,True,41.2,20.3,0,0
70,False,True,False,False,False,False,False,False,False,False,5265.55,72.95,0,0
10,False,False,False,False,False,False,False,False,False,False,693.3,73.55,0,0
72,False,True,False,False,False,False,False,False,False,False,5997.1,84.3,0,0
49,False,False,False,False,False,False,False,False,False,False,3824.2,78.0,0,0
54,False,False,False,False,False,False,False,False,False,False,3886.05,72.1,0,0
71,True,True,False,False,False,False,False,False,False,False,7283.25,106.75,1,0
22,False,False,False,True,True,True,True,True,True,True,412.55,19.25,1,0
50,False,True,False,True,True,True,True,True,True,True,1070.25,20.55,0,0
43,False,False,False,True,True,True,True,True,True,True,817.95,20.0,0,0
45,False,True,False,True,True,True,True,True,True,True,1171.3,24.65,1,0
64,True,False,False,False,False,False,False,False,False,False,6548.65,103.5,1,0
23,False,True,False,True,True,True,True,True,True,True,625.65,23.85,0,0
68,False,True,False,True,True,True,True,True,True,True,1911.5,25.8,0,0
1,True,False,True,False,False,False,False,False,False,False,70.85,70.85,1,1
2,True,False,False,False,False,False,False,False,False,False,134.7,69.8,1,1
26,False,False,False,False,False,False,False,False,False,False,1507.0,59.45,0,0
55,False,False,False,False,False,False,False,False,False,False,2978.3,54.55,1,1
14,False,False,True,True,True,True,True,True,True,True,299.3,20.05,1,0
71,False,True,True,False,False,False,False,False,False,False,5832.65,82.55,1,0
64,False,False,True,False,False,False,False,False,False,False,5567.55,81.25,0,0
7,False,False,False,False,False,False,False,False,False,False,450.8,70.75,1,1
57,False,True,False,False,False,False,False,False,False,False,4166.35,74.3,1,0
13,True,False,True,False,False,False,False,False,False,False,1215.6,94.1,0,1
3,False,False,False,False,False,False,False,False,False,False,91.7,29.7,0,1
72,True,True,False,False,False,False,False,False,False,False,7898.45,109.7,0,0
40,True,False,False,False,False,False,False,False,False,False,3915.4,96.35,1,0
14,False,False,False,False,False,False,False,False,False,False,979.5,66.6,1,0
2,False,False,True,False,False,False,False,False,False,False,90.05,44.5,1,0
66,True,False,False,False,False,False,False,False,False,False,7432.05,110.9,0,1
38,True,False,True,False,False,False,False,False,False,False,4026.4,105.0,1,1
1,False,False,True,False,False,False,False,False,False,False,25.3,25.3,1,1
22,False,False,False,False,False,False,False,False,False,False,1193.05,55.15,1,1
1,False,False,False,True,True,True,True,True,True,True,20.1,20.1,1,1
5,True,False,False,False,False,False,False,False,False,False,398.55,80.1,1,0
29,False,False,False,False,False,False,False,False,False,False,1958.45,69.05,0,0
1,True,False,False,False,False,False,False,False,False,False,69.9,69.9,1,1
3,False,False,False,True,True,True,True,True,True,True,63.15,20.4,0,0
71,False,True,False,True,True,True,True,True,True,True,1301.1,19.7,0,0
9,False,False,True,False,False,False,False,False,False,False,484.05,50.1,1,0
43,True,False,True,False,False,False,False,False,False,False,4528.0,101.4,1,1
48,False,False,False,False,False,False,False,False,False,False,3887.85,83.45,1,0
26,True,False,False,False,False,False,False,False,False,False,2208.75,86.65,1,0
9,False,False,False,True,True,True,True,True,True,True,238.15,20.15,0,0
1,True,False,True,False,False,False,False,False,False,False,80.8,80.8,1,1
46,False,True,False,True,True,True,True,True,True,True,958.15,19.4,0,0
2,False,False,False,False,False,False,False,False,False,False,118.3,62.05,0,1
1,True,False,True,False,False,False,False,False,False,False,76.45,76.45,1,1
64,False,True,False,False,False,False,False,False,False,False,3845.45,60.05,1,0
12,True,False,True,False,False,False,False,False,False,False,1094.5,91.3,1,1
6,True,False,True,False,False,False,False,False,False,False,573.75,95.75,1,1
59,False,False,False,True,True,True,True,True,True,True,1267.0,20.35,0,0
7,True,False,False,False,False,False,False,False,False,False,633.45,94.05,1,0
72,False,True,False,False,False,False,False,False,False,False,6129.65,84.1,1,0
16,True,False,True,False,False,False,False,False,False,False,1218.25,78.75,1,0
25,False,False,False,False,False,False,False,False,False,False,1405.3,55.55,0,0
34,False,False,True,False,False,False,False,False,False,False,2274.9,62.65,0,1
1,True,False,True,False,False,False,False,False,False,False,74.5,74.5,1,1
10,True,False,False,False,False,False,False,False,False,False,1068.85,102.1,1,1
24,False,False,False,True,True,True,True,True,True,True,533.9,20.1,0,0
10,False,False,True,False,False,False,False,False,False,False,676.15,70.3,0,0
69,False,False,False,False,False,False,False,False,False,False,3804.4,53.65,1,0
57,False,True,False,True,True,True,True,True,True,True,1118.8,20.75,0,0
50,True,False,False,False,False,False,False,False,False,False,5236.4,103.4,1,0
28,False,False,False,False,False,False,False,False,False,False,1386.8,50.8,0,0
16,False,False,True,False,False,False,False,False,False,False,762.25,50.15,1,1
25,False,False,False,False,False,False,False,False,False,False,1902.0,79.0,1,0
3,True,False,False,False,False,False,False,False,False,False,239.05,74.6,1,0
61,True,False,False,False,False,False,False,False,False,False,5673.7,96.5,1,0
2,False,False,False,True,True,True,True,True,True,True,39.8,20.1,0,0
51,False,False,False,True,True,True,True,True,True,True,997.75,19.4,0,0
71,False,True,False,False,False,False,False,False,False,False,5574.35,77.55,0,0
20,False,False,False,True,True,True,True,True,True,True,406.05,20.05,0,0
6,False,False,False,True,True,True,True,True,True,True,138.85,19.85,0,0
6,False,False,False,True,True,True,True,True,True,True,123.65,20.2,0,0
29,False,False,False,False,False,False,False,False,False,False,1801.1,67.45,0,0
36,False,True,False,True,True,True,True,True,True,True,689.0,18.55,1,0
28,False,False,False,False,False,False,False,False,False,False,790.7,29.75,1,0
7,True,False,True,False,False,False,False,False,False,False,582.5,86.5,1,1
63,False,True,False,True,True,True,True,True,True,True,1618.2,24.2,0,0
48,False,True,False,True,True,True,True,True,True,True,1173.35,23.55,0,0
49,False,False,False,True,True,True,True,True,True,True,900.9,20.45,0,0
27,True,False,True,False,False,False,False,False,False,False,2122.05,81.45,1,1
72,False,True,False,False,False,False,False,False,False,False,6719.9,92.3,0,0
1,True,False,True,False,False,False,False,False,False,False,69.15,69.15,1,1
72,False,True,False,False,False,False,False,False,False,False,3784.0,53.65,0,0
47,False,False,False,False,False,False,False,False,False,False,1798.65,39.65,0,0
1,False,False,True,False,False,False,False,False,False,False,54.65,54.65,1,0
36,True,False,False,False,False,False,False,False,False,False,3886.45,104.8,1,0
43,False,False,False,False,False,False,False,False,False,False,1224.05,29.3,0,0
27,False,False,True,False,False,False,False,False,False,False,2310.2,83.85,0,0
9,True,False,True,False,False,False,False,False,False,False,723.4,79.55,1,1
38,True,False,True,False,False,False,False,False,False,False,3988.5,103.65,1,0
35,True,False,True,False,False,False,False,False,False,False,3554.6,99.05,1,0
0,False,True,False,False,False,False,False,False,False,False,73.35,73.35,0,0
59,True,True,False,False,False,False,False,False,False,False,6034.85,100.05,1,0
27,False,True,False,True,True,True,True,True,True,True,531.6,20.35,0,0
2,False,False,True,False,False,False,False,False,False,False,85.1,43.95,0,0
7,False,False,False,True,True,True,True,True,True,True,173.0,23.5,0,0
36,False,False,False,False,False,False,False,False,False,False,2511.95,70.7,1,0
41,True,False,False,False,False,False,False,False,False,False,3893.6,94.3,1,0
13,False,False,True,False,False,False,False,False,False,False,357.15,29.15,0,0
19,False,True,False,True,True,True,True,True,True,True,467.5,20.85,0,0
60,False,True,False,False,False,False,False,False,False,False,2288.7,37.7,0,0
48,True,True,False,False,False,False,False,False,False,False,4627.85,95.5,1,1
3,True,False,True,False,False,False,False,False,False,False,289.1,91.05,0,1
69,True,True,False,False,False,False,False,False,False,False,6460.55,92.45,1,0
43,False,False,True,False,False,False,False,False,False,False,1931.3,44.15,0,0
11,False,False,False,False,False,False,False,False,False,False,402.6,36.05,1,0
45,False,False,False,False,False,False,False,False,False,False,2221.55,50.25,1,0
72,True,True,False,False,False,False,False,False,False,False,7758.9,109.75,1,0
2,True,False,True,False,False,False,False,False,False,False,172.85,79.2,0,1
12,False,True,False,True,True,True,True,True,True,True,224.5,20.3,0,0
67,True,False,False,False,False,False,False,False,False,False,7388.45,112.35,1,0
37,True,True,False,False,False,False,False,False,False,False,3460.95,94.3,0,0
39,False,False,False,False,False,False,False,False,False,False,1700.9,41.15,0,0
41,False,False,False,False,False,False,False,False,False,False,3090.65,74.65,1,0
25,False,False,True,False,False,False,False,False,False,False,1293.8,48.25,1,0
8,False,True,False,False,False,False,False,False,False,False,645.8,76.15,1,0
71,False,True,False,False,False,False,False,False,False,False,5224.95,71.1,0,0
5,True,False,True,False,False,False,False,False,False,False,500.1,96.55,0,0
30,False,False,False,False,False,False,False,False,False,False,2427.1,79.3,1,0
40,True,False,False,False,False,False,False,False,False,False,3488.15,89.6,1,0
54,False,True,False,True,True,True,True,True,True,True,1035.7,20.5,1,0
72,True,True,False,False,False,False,False,False,False,False,7565.35,106.3,1,0
28,True,False,False,False,False,False,False,False,False,False,2799.0,100.35,0,0
18,True,False,True,False,False,False,False,False,False,False,1601.5,85.6,1,0
2,False,False,True,False,False,False,False,False,False,False,85.5,45.25,1,1
59,True,False,True,False,False,False,False,False,False,False,6256.2,106.15,1,0
22,False,False,True,False,False,False,False,False,False,False,1232.9,51.1,1,0
1,False,False,False,True,True,True,True,True,True,True,19.9,19.9,0,0
72,False,True,False,True,True,True,True,True,True,True,1937.4,25.7,1,0
14,True,False,True,False,False,False,False,False,False,False,1096.25,74.3,1,1
50,True,False,True,False,False,False,False,False,False,False,5059.75,99.4,0,0
48,False,False,False,False,False,False,False,False,False,False,3023.65,69.7,0,0
49,True,False,True,False,False,False,False,False,False,False,4889.2,98.35,1,0
28,True,False,True,False,False,False,False,False,False,False,2289.9,85.45,0,0
68,True,False,True,False,False,False,False,False,False,False,6503.2,95.9,1,0
13,True,False,True,False,False,False,False,False,False,False,1313.25,100.75,0,0
11,True,False,True,False,False,False,False,False,False,False,990.3,89.2,1,0
3,True,False,False,False,False,False,False,False,False,False,228.0,74.1,1,1
57,True,False,True,False,False,False,False,False,False,False,5746.15,100.6,0,1
3,True,False,False,False,False,False,False,False,False,False,209.1,75.0,0,1
72,False,True,False,True,True,True,True,True,True,True,1864.2,25.75,0,0
70,False,True,True,False,False,False,False,False,False,False,5979.7,84.1,1,0
49,False,True,False,False,False,False,False,False,False,False,3902.45,79.3,0,0
67,True,False,False,False,False,False,False,False,False,False,7142.5,107.05,1,0
46,False,True,False,True,True,True,True,True,True,True,902.0,20.05,0,0
64,False,True,False,False,False,False,False,False,False,False,4481.0,70.2,1,1
37,False,False,False,True,True,True,True,True,True,True,805.2,19.5,0,0
2,True,False,True,False,False,False,False,False,False,False,154.85,70.75,0,1
13,False,False,True,False,False,False,False,False,False,False,528.45,45.3,0,0
72,True,True,True,False,False,False,False,False,False,False,8349.7,115.15,0,0
68,False,True,False,False,False,False,False,False,False,False,4953.25,72.95,1,0
15,False,False,False,True,True,True,True,True,True,True,332.65,19.65,0,0
24,False,True,False,True,True,True,True,True,True,True,470.2,19.55,1,0
24,True,False,True,False,False,False,False,False,False,False,2259.35,89.55,1,0
27,False,False,False,False,False,False,False,False,False,False,1411.35,50.35,0,0
12,False,False,False,False,False,False,False,False,False,False,593.75,50.25,0,1
71,False,True,False,False,False,False,False,False,False,False,6328.7,87.25,0,0
67,False,True,False,True,True,True,True,True,True,True,1411.9,20.8,1,0
63,True,True,False,False,False,False,False,False,False,False,6841.4,109.25,1,0
1,False,False,False,True,True,True,True,True,True,True,20.35,20.35,0,0
4,False,False,True,False,False,False,False,False,False,False,238.5,55.9,1,0
40,True,False,False,False,False,False,False,False,False,False,3233.85,79.2,1,1
12,True,False,True,False,False,False,False,False,False,False,1062.1,96.0,1,1
52,False,True,True,False,False,False,False,False,False,False,4016.3,79.2,0,0
